Animal_ID,Rack,Tank,DOB,Cohort,Environmental_Condition,Sex,Lineage,Transgenic_Line,Experimental_Holds,Species,Protocol_Number,Experimental_History,RFID,Date_of_Terra,Date_of_Reaqua,Diet
SAL_538,Rack 1,B2,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_539,Rack 1,B3,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_540,Rack 1,B3,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_541,Rack 1,B3,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_542,Rack 1,B3,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_543,Rack 1,B3,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_544,Rack 1,B4,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_545,Rack 1,B4,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_546,Rack 1,B4,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_547,Rack 1,B4,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_548,Rack 1,B4,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_549,Rack 1,B4,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_550,Rack 1,B4,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_551,Rack 1,C1,8/1/23 0:00,,Aquatic,Unknown,Sweden,mDlx-ChR2,,Pleurodeles waltl,AABL1550,,,,,
SAL_552,Rack 1,C2,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_553,Rack 1,C2,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_554,Rack 1,C2,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_555,Rack 1,C2,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_556,Rack 11,C2,9/1/23 0:00,Terra U,Terrestrial,Unknown,Sweden,hsyn-GCaMP6s,ECJ TS Imaging,Pleurodeles waltl,AABL1550,,,10/29/24 0:00,,
SAL_557,Rack 11,C2,9/1/23 0:00,Terra U,Terrestrial,Unknown,Sweden,hsyn-GCaMP6s,ECJ TS Imaging,Pleurodeles waltl,AABL1550,,,10/29/24 0:00,,
SAL_558,Rack 11,C2,9/1/23 0:00,Terra U,Terrestrial,Unknown,Sweden,hsyn-GCaMP6s,ECJ TS Imaging,Pleurodeles waltl,AABL1550,,,10/29/24 0:00,,
SAL_559,Rack 7,B1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 11/2021-Sept/2023,,,,
SAL_560,Rack 7,B1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 11/2021-Sept/2023,,,,
SAL_561,Rack 7,B1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 11/2021-Sept/2023,,,,
SAL_562,Rack 7,B1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 11/2021-Sept/2023,,,,
SAL_563,Rack 7,B1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 11/2021-Sept/2023,,,,
SAL_564,Rack 7,B1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 11/2021-Sept/2023,,,,
SAL_565,Rack 2,B4,,Fake,Aquatic,Unknown,,WT,DNE Fake Placeholder,Pleurodeles waltl,AABL1550,,,,,
SAL_566,Rack 7,B2,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/07 - 2023/09,,,,
SAL_567,Rack 7,B2,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/07 - 2023/09,,,,
SAL_568,Rack 7,B2,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/07 - 2023/09,,,,
SAL_569,Rack 7,B2,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/07 - 2023/09,,,,
SAL_570,Rack 7,B2,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/07 - 2023/09,,,,
SAL_572,Rack 7,B3,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/07 - 2023/09,,,,
SAL_573,Rack 7,B3,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/07 - 2023/09,,,,
SAL_574,Rack 7,B3,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_575,Rack 7,B4,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/11 - 2023/09,,,,
SAL_576,Rack 7,B4,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/11 - 2023/09,,,,
SAL_577,Rack 7,B4,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/11 - 2023/09,,,,
SAL_578,Rack 7,B4,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/11 - 2023/09,,,,
SAL_579,Rack 7,C1,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_580,Rack 7,C1,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_581,Rack 7,C1,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_582,Rack 7,C2,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,Metro treatment Jan 2025,,,,
SAL_583,Rack 7,C2,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,Metro treatment Jan 2025,,,,
SAL_584,Rack 7,C2,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,Metro treatment Jan 2025,,,,
SAL_585,Rack 7,C3,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_586,Rack 7,C3,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_587,Rack 7,C3,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_588,Rack 7,C3,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_589,Rack 7,C3,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_590,Rack 7,C3,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_591,Rack 7,C4,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_592,Rack 7,C4,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_593,Rack 7,C4,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_594,Rack 7,C4,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_595,Rack 7,C4,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_596,Rack 7,C4,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_597,Rack 7,A3,8/8/24 0:00,,Aquatic,Unknown,,WT,Priority to use,Pleurodeles waltl,AABI2617,Previously PTU controls,,,,
SAL_598,Rack 7,A3,8/8/24 0:00,,Aquatic,Unknown,,WT,Priority to use,Pleurodeles waltl,AABI2617,Previously PTU controls,,,,
SAL_599,Rack 9,B4,8/8/24 0:00,,Aquatic,Unknown,,WT,Priority to use,Pleurodeles waltl,AABF2564,,,,,
SAL_600,Rack 9,B4,8/8/24 0:00,,Aquatic,Unknown,,WT,Priority to use,Pleurodeles waltl,AABF2564,,,,,
SAL_601,Rack 9,B4,8/8/24 0:00,,Aquatic,Unknown,,WT,Priority to use,Pleurodeles waltl,AABF2564,,,,,
SAL_602,Rack 9,B4,8/8/24 0:00,,Aquatic,Unknown,,WT,Priority to use,Pleurodeles waltl,AABF2564,,,,,
SAL_603,Rack 9,B4,8/8/24 0:00,,Aquatic,Unknown,,WT,Priority to use,Pleurodeles waltl,AABF2564,,,,,
SAL_604,Rack 9,B4,8/8/24 0:00,,Aquatic,Unknown,,WT,Priority to use,Pleurodeles waltl,AABF2564,,,,,
SAL_605,Rack 9,B4,8/8/24 0:00,,Aquatic,Unknown,,WT,Priority to use,Pleurodeles waltl,AABF2564,,,,,
SAL_606,Rack 9,B2,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,NJC,Pleurodeles waltl,AABL1550,Viral PHPeB G6s NJC,,,,
SAL_607,Rack 9,B2,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,NJC,Pleurodeles waltl,AABL1550,Viral PHPeB G6s NJC,,,,
SAL_608,Rack 9,B2,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,NJC,Pleurodeles waltl,AABL1550,Viral PHPeB G6s NJC,,,,
SAL_609,Rack 9,B2,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,NJC,Pleurodeles waltl,AABL1550,Viral PHPeB G6s NJC,,,,
SAL_610,Rack 9,B2,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,NJC,Pleurodeles waltl,AABL1550,Viral PHPeB G6s NJC,,,,
SAL_611,Rack 9,B2,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,NJC,Pleurodeles waltl,AABL1550,Viral PHPeB G6s NJC,,,,
SAL_612,Rack 9,B3,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,,,,,
SAL_613,Rack 9,B3,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,,,,,
SAL_614,Rack 9,B3,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,,,,,
SAL_615,Rack 9,B3,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,,,,,
SAL_616,Rack 9,B3,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,,,,,
SAL_617,Rack 9,A1,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_618,Rack 9,A1,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_619,Rack 9,A1,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_620,Rack 9,A1,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_621,Rack 9,A1,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_622,Rack 9,A1,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_623,Rack 9,A1,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_624,Rack 9,A2,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_625,Rack 9,A2,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_626,Rack 9,A2,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_627,Rack 9,A2,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_628,Rack 9,A2,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_629,Rack 9,A3,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,Regen,,,,
SAL_630,Rack 9,A3,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,Regen,,,,
SAL_631,Rack 9,A4,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,Regen,,,,
SAL_632,Rack 9,A4,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,Regen,,,,
SAL_633,Rack 9,A4,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,Regen,,,,
SAL_634,Rack 9,A4,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,Regen,,,,
SAL_635,Rack 9,A4,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,Regen,,,,
SAL_636,Rack 9,A4,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,Regen,,,,
SAL_637,Rack 9,A4,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,Regen,,,,
SAL_638,Rack 9,A4,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,Regen,,,,
SAL_639,Rack 9,B1,11/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,DREADD/PHPeB G6s TS,,,,
SAL_640,Rack 9,B1,11/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,DREADD/PHPeB G6s TS,,,,
SAL_641,Rack 9,B1,11/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,DREADD/PHPeB G6s TS,,,,
SAL_642,Rack 9,B1,11/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,DREADD/PHPeB G6s TS,,,,
SAL_643,Rack 9,B1,11/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,DREADD/PHPeB G6s TS,,,,
SAL_644,Rack 9,C2,12/10/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,AOG Electroporation,,,,
SAL_645,Rack 9,C2,12/10/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,AOG Electroporation,,,,
SAL_646,Rack 9,C2,12/10/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,AOG Electroporation,,,,
SAL_647,Rack 9,C2,12/10/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,AOG Electroporation,,,,
SAL_648,Rack 9,C2,12/10/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,AOG Electroporation,,,,
SAL_649,Rack 9,C2,12/10/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,AOG Electroporation,,,,
SAL_650,Rack 9,C2,12/10/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,AOG Electroporation,,,,
SAL_651,Rack 5,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_652,Rack 5,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_653,Rack 5,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_654,Rack 5,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_655,Rack 5,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_656,Rack 5,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_657,Rack 5,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_658,Rack 5,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_659,Rack 5,A2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_660,Rack 5,A2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_661,Rack 5,A2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_662,Rack 5,A2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_663,Rack 5,A2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_664,Rack 5,A2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_665,Rack 5,A2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_666,Rack 5,A2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_667,Rack 5,A3,12/19/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_668,Rack 5,A3,12/19/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_669,Rack 5,A3,12/19/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_670,Rack 5,A3,12/19/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_671,Rack 5,A3,12/19/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_672,Rack 5,A3,12/19/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_674,Rack 5,C4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_675,Rack 5,C4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_676,Rack 5,B1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_677,Rack 5,B1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_678,Rack 5,B1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_679,Rack 5,B1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_680,Rack 5,B1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_681,Rack 5,B2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_682,Rack 5,B2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_683,Rack 5,B2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_684,Rack 5,B2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_685,Rack 5,B2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_686,Rack 5,B2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_687,Rack 5,B2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_688,Rack 5,B2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_689,Rack 5,B3,11/25/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_690,Rack 5,B3,11/25/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_691,Rack 5,B3,11/25/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_692,Rack 5,B3,11/25/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_693,Rack 5,B3,11/25/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_694,Rack 5,B3,11/25/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_695,Rack 5,B4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_696,Rack 5,B4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_697,Rack 5,B4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_698,Rack 5,B4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_699,Rack 5,B4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_700,Rack 5,B4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_701,Rack 5,B4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_702,Rack 5,B4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_703,Rack 5,C1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_704,Rack 5,C1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_705,Rack 5,C1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_706,Rack 5,C1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_707,Rack 5,C1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_708,Rack 5,C1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_709,Rack 5,C1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_710,Rack 5,C1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_711,Rack 5,C2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_712,Rack 5,C2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_713,Rack 5,C2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_714,Rack 5,C2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_715,Rack 5,C2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_716,Rack 5,C2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_717,Rack 5,C2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_718,Rack 5,C3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_719,Rack 5,C3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_720,Rack 5,C3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_721,Rack 5,C3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_722,Rack 5,C3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_723,Rack 5,C3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_724,Rack 5,C3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_725,Rack 5,C4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_726,Rack 5,C4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_727,Rack 5,C4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_728,Rack 5,C4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_729,Rack 5,C4,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
