Animal_ID,Tank,Rack,DOB,Cohort,Environmental_Condition,Sex,Lineage,Transgenic_Line,Experimental_Holds,Species,Protocol_Number,Experimental_History,RFID,Date_of_Terra,Date_of_Reaqua,Diet
SAL_533,B1,Rack 1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,LX St Jude,Pleurodeles waltl,AABL1550,,,,,
SAL_534,B1,Rack 1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,LX St Jude,Pleurodeles waltl,AABL1550,,,,,
SAL_535,B1,Rack 1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,LX St Jude,Pleurodeles waltl,AABL1550,,,,,
SAL_536,B1,Rack 1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,LX St Jude,Pleurodeles waltl,AABL1550,,,,,
SAL_537,B1,Rack 1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,LX St Jude,Pleurodeles waltl,AABL1550,,,,,
SAL_538,B2,Rack 1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_539,B3,Rack 1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_540,B3,Rack 1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_541,B3,Rack 1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_542,B3,Rack 1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_543,B3,Rack 1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_544,B4,Rack 1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_545,B4,Rack 1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_546,B4,Rack 1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_547,B4,Rack 1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_548,B4,Rack 1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_549,B4,Rack 1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_550,B4,Rack 1,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_551,C1,Rack 1,8/1/23 0:00,,Aquatic,Unknown,Sweden,mDlx-ChR2,,Pleurodeles waltl,AABL1550,,,,,
SAL_552,C2,Rack 1,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_553,C2,Rack 1,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_554,C2,Rack 1,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_555,C2,Rack 1,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_556,C2,Rack 11,9/1/23 0:00,Terra U,Terrestrial,Unknown,Sweden,hsyn-GCaMP6s,ECJ TS Imaging,Pleurodeles waltl,AABL1550,,,10/29/24 0:00,,
SAL_557,C2,Rack 11,9/1/23 0:00,Terra U,Terrestrial,Unknown,Sweden,hsyn-GCaMP6s,ECJ TS Imaging,Pleurodeles waltl,AABL1550,,,10/29/24 0:00,,
SAL_558,C2,Rack 11,9/1/23 0:00,Terra U,Terrestrial,Unknown,Sweden,hsyn-GCaMP6s,ECJ TS Imaging,Pleurodeles waltl,AABL1550,,,10/29/24 0:00,,
SAL_559,B1,Rack 7,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 11/2021-Sept/2023,,,,
SAL_560,B1,Rack 7,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 11/2021-Sept/2023,,,,
SAL_561,B1,Rack 7,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 11/2021-Sept/2023,,,,
SAL_562,B1,Rack 7,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 11/2021-Sept/2023,,,,
SAL_563,B1,Rack 7,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 11/2021-Sept/2023,,,,
SAL_564,B1,Rack 7,9/1/23 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 11/2021-Sept/2023,,,,
SAL_565,B4,Rack 2,,Fake,Aquatic,Unknown,,WT,DNE Fake Placeholder,Pleurodeles waltl,AABL1550,,,,,
SAL_566,B2,Rack 7,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/07 - 2023/09,,,,
SAL_567,B2,Rack 7,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/07 - 2023/09,,,,
SAL_568,B2,Rack 7,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/07 - 2023/09,,,,
SAL_569,B2,Rack 7,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/07 - 2023/09,,,,
SAL_570,B2,Rack 7,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/07 - 2023/09,,,,
SAL_571,B3,Rack 7,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/07 - 2023/09,,,,
SAL_572,B3,Rack 7,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/07 - 2023/09,,,,
SAL_573,B3,Rack 7,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/07 - 2023/09,,,,
SAL_574,B3,Rack 7,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,,,,,
SAL_575,B4,Rack 7,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/11 - 2023/09,,,,
SAL_576,B4,Rack 7,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/11 - 2023/09,,,,
SAL_577,B4,Rack 7,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/11 - 2023/09,,,,
SAL_578,B4,Rack 7,9/1/22 0:00,,Aquatic,Unknown,Sweden,hsyn-GCaMP6s,,Pleurodeles waltl,AABL1550,DOB 2021/11 - 2023/09,,,,
SAL_579,C1,Rack 7,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_580,C1,Rack 7,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_581,C1,Rack 7,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_582,C2,Rack 7,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,Metro treatment Jan 2025,,,,
SAL_583,C2,Rack 7,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,Metro treatment Jan 2025,,,,
SAL_584,C2,Rack 7,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,Metro treatment Jan 2025,,,,
SAL_585,C3,Rack 7,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_586,C3,Rack 7,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_587,C3,Rack 7,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_588,C3,Rack 7,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_589,C3,Rack 7,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_590,C3,Rack 7,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_591,C4,Rack 7,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_592,C4,Rack 7,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_593,C4,Rack 7,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_594,C4,Rack 7,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_595,C4,Rack 7,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_596,C4,Rack 7,7/1/22 0:00,,Aquatic,Unknown,Sweden,mDlx-GFP,,Pleurodeles waltl,AABF2564,,,,,
SAL_597,A3,Rack 7,8/8/24 0:00,,Aquatic,Unknown,,WT,Priority to use,Pleurodeles waltl,AABI2617,Previously PTU controls,,,,
SAL_598,A3,Rack 7,8/8/24 0:00,,Aquatic,Unknown,,WT,Priority to use,Pleurodeles waltl,AABI2617,Previously PTU controls,,,,
SAL_599,B4,Rack 9,8/8/24 0:00,,Aquatic,Unknown,,WT,Priority to use,Pleurodeles waltl,AABF2564,,,,,
SAL_600,B4,Rack 9,8/8/24 0:00,,Aquatic,Unknown,,WT,Priority to use,Pleurodeles waltl,AABF2564,,,,,
SAL_601,B4,Rack 9,8/8/24 0:00,,Aquatic,Unknown,,WT,Priority to use,Pleurodeles waltl,AABF2564,,,,,
SAL_602,B4,Rack 9,8/8/24 0:00,,Aquatic,Unknown,,WT,Priority to use,Pleurodeles waltl,AABF2564,,,,,
SAL_603,B4,Rack 9,8/8/24 0:00,,Aquatic,Unknown,,WT,Priority to use,Pleurodeles waltl,AABF2564,,,,,
SAL_604,B4,Rack 9,8/8/24 0:00,,Aquatic,Unknown,,WT,Priority to use,Pleurodeles waltl,AABF2564,,,,,
SAL_605,B4,Rack 9,8/8/24 0:00,,Aquatic,Unknown,,WT,Priority to use,Pleurodeles waltl,AABF2564,,,,,
SAL_606,B2,Rack 9,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,NJC,Pleurodeles waltl,AABL1550,Viral PHPeB G6s NJC,,,,
SAL_607,B2,Rack 9,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,NJC,Pleurodeles waltl,AABL1550,Viral PHPeB G6s NJC,,,,
SAL_608,B2,Rack 9,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,NJC,Pleurodeles waltl,AABL1550,Viral PHPeB G6s NJC,,,,
SAL_609,B2,Rack 9,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,NJC,Pleurodeles waltl,AABL1550,Viral PHPeB G6s NJC,,,,
SAL_610,B2,Rack 9,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,NJC,Pleurodeles waltl,AABL1550,Viral PHPeB G6s NJC,,,,
SAL_611,B2,Rack 9,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,NJC,Pleurodeles waltl,AABL1550,Viral PHPeB G6s NJC,,,,
SAL_612,B3,Rack 9,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,,,,,
SAL_613,B3,Rack 9,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,,,,,
SAL_614,B3,Rack 9,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,,,,,
SAL_615,B3,Rack 9,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,,,,,
SAL_616,B3,Rack 9,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,,,,,
SAL_617,A1,Rack 9,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_618,A1,Rack 9,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_619,A1,Rack 9,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_620,A1,Rack 9,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_621,A1,Rack 9,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_622,A1,Rack 9,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_623,A1,Rack 9,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_624,A2,Rack 9,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_625,A2,Rack 9,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_626,A2,Rack 9,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_627,A2,Rack 9,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_628,A2,Rack 9,10/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,TS PHPeB GCaMP,,,,
SAL_629,A3,Rack 9,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,Regen,,,,
SAL_630,A3,Rack 9,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,Regen,,,,
SAL_631,A4,Rack 9,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,Regen,,,,
SAL_632,A4,Rack 9,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,Regen,,,,
SAL_633,A4,Rack 9,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,Regen,,,,
SAL_634,A4,Rack 9,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,Regen,,,,
SAL_635,A4,Rack 9,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,Regen,,,,
SAL_636,A4,Rack 9,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,Regen,,,,
SAL_637,A4,Rack 9,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,Regen,,,,
SAL_638,A4,Rack 9,10/25/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,Regen,,,,
SAL_639,B1,Rack 9,11/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,DREADD/PHPeB G6s TS,,,,
SAL_640,B1,Rack 9,11/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,DREADD/PHPeB G6s TS,,,,
SAL_641,B1,Rack 9,11/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,DREADD/PHPeB G6s TS,,,,
SAL_642,B1,Rack 9,11/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,DREADD/PHPeB G6s TS,,,,
SAL_643,B1,Rack 9,11/25/24 0:00,Viral,Aquatic,Unknown,,WT,TS,Pleurodeles waltl,AABL1550,DREADD/PHPeB G6s TS,,,,
SAL_644,C2,Rack 9,12/10/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,AOG Electroporation,,,,
SAL_645,C2,Rack 9,12/10/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,AOG Electroporation,,,,
SAL_646,C2,Rack 9,12/10/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,AOG Electroporation,,,,
SAL_647,C2,Rack 9,12/10/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,AOG Electroporation,,,,
SAL_648,C2,Rack 9,12/10/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,AOG Electroporation,,,,
SAL_649,C2,Rack 9,12/10/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,AOG Electroporation,,,,
SAL_650,C2,Rack 9,12/10/24 0:00,,Aquatic,Unknown,,WT,AOG,Pleurodeles waltl,AABI2617,AOG Electroporation,,,,
SAL_651,A1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_652,A1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_653,A1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_654,A1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_655,A1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_656,A1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_657,A1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_658,A1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_659,A2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_660,A2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_661,A2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_662,A2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_663,A2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_664,A2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_665,A2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_666,A2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_667,A3,Rack 5,12/19/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_668,A3,Rack 5,12/19/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_669,A3,Rack 5,12/19/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_670,A3,Rack 5,12/19/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_671,A3,Rack 5,12/19/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_672,A3,Rack 5,12/19/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_673,B1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_674,B1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_675,B1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_676,B1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_677,B1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_678,B1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_679,B1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_680,B1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_681,B2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_682,B2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_683,B2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_684,B2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_685,B2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_686,B2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_687,B2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_688,B2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_689,B3,Rack 5,11/25/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_690,B3,Rack 5,11/25/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_691,B3,Rack 5,11/25/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_692,B3,Rack 5,11/25/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_693,B3,Rack 5,11/25/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_694,B3,Rack 5,11/25/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_695,B4,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_696,B4,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_697,B4,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_698,B4,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_699,B4,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_700,B4,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_701,B4,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_702,B4,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_703,C1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_704,C1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_705,C1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_706,C1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_707,C1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_708,C1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_709,C1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_710,C1,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_711,C2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_712,C2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_713,C2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_714,C2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_715,C2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_716,C2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_717,C2,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_718,C3,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_719,C3,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
SAL_720,C3,Rack 5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,AABF2564,,,,,
