Animal_ID,Protocol_Number,Rack,Tank,DOB,Cohort,Environmental_Condition,Sex,Lineage,Transgenic_Line,Experimental_Holds,Species,Experimental_History,RFID,Date_of_Terra,Date_of_Reaqua,Diet
SAL_833,AABF2564,Rack 5,C3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_835,AABF2564,Rack 13 - Off,A2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_839,AABF2564,Rack 2,B3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_840,AABF2564,Rack 2,B3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_841,AABF2564,Rack 2,B3,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_842,AABF2564,Rack 4,B5,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_843,AABF2564,Rack 13 - Off,A1,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged > St 37,,,,
SAL_845,AABL1550,Rack 8,A3,1/3/25 0:00,Aqua T,Aquatic,Unknown,,WT,JW - terra match,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_846,AABL1550,Rack 8,A3,1/3/25 0:00,Aqua T,Aquatic,Unknown,,WT,JW - terra match,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_847,AABL1550,Rack 8,A3,1/3/25 0:00,Aqua T,Aquatic,Unknown,,WT,JW - terra match,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_848,AABL1550,Rack 8,A3,1/3/25 0:00,Aqua T,Aquatic,Unknown,,WT,JW - terra match,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_849,AABL1550,Rack 8,A3,1/3/25 0:00,Aqua T,Aquatic,Unknown,,WT,JW - terra match,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_851,AABF2564,Rack 13 - Off,A2,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_852,AABL1550,Rack 5,A1,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_853,AABL1550,Rack 5,A1,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_854,AABL1550,Rack 5,A1,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_855,AABL1550,Rack 5,A1,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_856,AABL1550,Rack 5,A1,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_857,AABL1550,Rack 5,A1,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_858,AABL1550,Rack 5,A1,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_859,AABL1550,Rack 13 - Off,A2,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_861,AABL1550,Rack 8,C4,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_862,AABL1550,Rack 8,C4,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_863,AABL1550,Rack 8,C4,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_864,AABL1550,Rack 8,C4,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_865,AABL1550,Rack 8,C4,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_866,AABL1550,Rack 9,A1,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_867,AABL1550,Rack 9,A1,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,fridged 1/6-1/27,,,,
SAL_881,AABI2617,Rack 13 - Off,A1,10/25/24 0:00,PTU,Aquatic,Unknown,,WT,PTU AOG,Pleurodeles waltl,pallial injury 4/30/25,,,,
SAL_884,AABI2617,Rack 13 - Off,A1,10/25/24 0:00,PTU,Aquatic,Unknown,,WT,PTU AOG,Pleurodeles waltl,pallial injury 4/30/25,,,,
SAL_913,AABL1550,Rack 9,A1,1/3/25 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_914,AABL1550,Rack 5,B2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_915,AABL1550,Rack 5,B2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_916,AABL1550,Rack 5,B2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_917,AABL1550,Rack 4,A2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_918,AABL1550,Rack 4,A2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_919,AABL1550,Rack 4,A2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_920,AABL1550,Rack 4,A2,12/10/24 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_921,AABL1550,Rack 8,B5,5/20/25 0:00,F2,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_922,AABL1550,Rack 8,B5,5/20/25 0:00,F2,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_923,AABL1550,Rack 8,B5,5/20/25 0:00,F2,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_924,AABL1550,Rack 8,B5,5/20/25 0:00,F2,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_925,AABL1550,Rack 8,B5,5/20/25 0:00,F2,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_926,AABL1550,Rack 8,B5,5/20/25 0:00,F2,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_927,AABL1550,Rack 8,C3,5/20/25 0:00,F2 - High Expression,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_928,AABL1550,Rack 8,C3,5/20/25 0:00,F2 - High Expression,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_929,AABL1550,Rack 8,C3,5/20/25 0:00,F2 - High Expression,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_930,AABL1550,Rack 8,C3,5/20/25 0:00,F2 - High Expression,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_931,AABL1550,Rack 8,C3,5/20/25 0:00,F2 - High Expression,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_932,AABL1550,Rack 8,C3,5/20/25 0:00,F2 - High Expression,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_933,AABL1550,Rack 6,D5,5/20/25 0:00,F2 - Low expression,Aquatic,Unknown,F1 x F1,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_934,AABL1550,Rack 6,D5,5/20/25 0:00,F2 - Low expression,Aquatic,Unknown,F1 x F1,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_935,AABL1550,Rack 6,D5,5/20/25 0:00,F2 - Low expression,Aquatic,Unknown,F1 x F1,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_936,AABL1550,Rack 6,D5,5/20/25 0:00,F2 - Low expression,Aquatic,Unknown,F1 x F1,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_939,AABL1550,Rack 8,B4,2/2/23 0:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_940,AABL1550,Rack 8,C5,5/20/25 0:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_941,AABL1550,Rack 8,C5,5/20/25 0:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_942,AABL1550,Rack 8,C5,5/20/25 0:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_943,AABL1550,Rack 8,C5,5/20/25 0:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_944,AABL1550,Rack 4,A1,5/20/25 0:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_945,AABL1550,Rack 4,A1,5/20/25 0:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_946,AABL1550,Rack 4,A1,5/20/25 0:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_947,AABL1550,Rack 4,A1,5/20/25 0:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_948,AABL1550,Rack 9,C4,8/14/25 0:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_949,AABL1550,Rack 9,C4,8/14/25 0:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_950,AABL1550,Rack 9,C4,8/14/25 0:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_951,AABL1550,Rack 9,C4,8/14/25 0:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_952,AABL1550,Rack 9,C4,8/14/25 0:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_953,AABF2564,Rack 8,D1,2024-10-25 00:00:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_955,AABL1550,Rack 9,A3,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_956,AABL1550,Rack 9,A3,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_957,AABL1550,Rack 9,A3,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_958,AABL1550,Rack 9,A3,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_959,AABL1550,Rack 9,A3,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_960,AABL1550,Rack 9,B1,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_961,AABL1550,Rack 9,B1,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_962,AABL1550,Rack 9,B1,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_963,AABL1550,Rack 9,B1,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_964,AABL1550,Rack 9,B1,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_965,AABL1550,Rack 7,A4,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_966,AABL1550,Rack 7,A4,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_967,AABL1550,Rack 7,A4,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_968,AABL1550,Rack 7,A4,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_969,AABL1550,Rack 7,A4,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_970,AABL1550,Rack 7,A4,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_971,AABL1550,Rack 9,A4,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_972,AABL1550,Rack 9,A4,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_973,AABL1550,Rack 9,A4,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_974,AABL1550,Rack 9,A4,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_975,AABL1550,Rack 9,A4,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_976,AABL1550,Rack 9,A4,2025-08-14 00:00:00,,Aquatic,Unknown,F2,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_977,AABL1550,Rack 4,B3,2025-09-25 00:00:00,F2,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_978,AABL1550,Rack 4,B3,2025-09-25 00:00:00,F2,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_979,AABL1550,Rack 4,B3,2025-09-25 00:00:00,F2,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_980,AABL1550,Rack 4,B3,2025-09-25 00:00:00,F2,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_981,AABL1550,Rack 4,B3,2025-09-25 00:00:00,F2,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_982,AABL1550,Rack 8,C2,2025-09-07 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_983,AABL1550,Rack 8,C2,2025-09-07 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_984,AABL1550,Rack 8,C2,2025-09-07 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_985,AABL1550,Rack 8,C2,2025-09-07 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_986,AABL1550,Rack 8,C2,2025-09-07 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_987,AABL1550,Rack 5,C4,2025-11-18 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_988,AABL1550,Rack 5,C4,2025-11-18 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_989,AABL1550,Rack 5,C4,2025-11-18 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_990,AABL1550,Rack 5,C4,2025-11-18 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_991,AABL1550,Rack 5,C2,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_992,AABL1550,Rack 5,C2,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_993,AABL1550,Rack 5,C2,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_994,AABL1550,Rack 5,C2,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_995,AABL1550,Rack 5,C2,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_996,AABL1550,Rack 5,C2,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_997,AABL1550,Rack 5,C2,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_998,AABF2564,Rack 5,B3,2025-11-18 00:00:00,Clutch 3,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_999,AABF2564,Rack 5,B3,2025-11-18 00:00:00,Clutch 3,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_1000,AABF2564,Rack 5,B3,2025-11-18 00:00:00,Clutch 3,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_1001,AABF2564,Rack 5,B3,2025-11-18 00:00:00,Clutch 3,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_1002,AABF2564,Rack 5,B3,2025-11-18 00:00:00,Clutch 3,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_1003,AABF2564,Rack 5,B3,2025-11-18 00:00:00,Clutch 3,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_1004,AABF2564,Rack 5,B3,2025-11-18 00:00:00,Clutch 3,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_1005,AABF2564,Rack 5,B3,2025-11-18 00:00:00,Clutch 3,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_1006,AABF2564,Rack 5,B3,2025-11-18 00:00:00,Clutch 3,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_1007,AABF2564,Rack 5,B4,2025-11-18 00:00:00,Clutch 3,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_1008,AABF2564,Rack 5,B4,2025-11-18 00:00:00,Clutch 3,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_1009,AABF2564,Rack 5,B4,2025-11-18 00:00:00,Clutch 3,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_1010,AABF2564,Rack 5,B4,2025-11-18 00:00:00,Clutch 3,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_1011,AABF2564,Rack 5,B4,2025-11-18 00:00:00,Clutch 3,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_1012,AABF2564,Rack 5,B4,2025-11-18 00:00:00,Clutch 3,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_1013,AABF2564,Rack 5,B4,2025-11-18 00:00:00,Clutch 3,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_1014,AABF2564,Rack 5,B4,2025-11-18 00:00:00,Clutch 3,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_1015,AABF2564,Rack 5,B4,2025-11-18 00:00:00,Clutch 3,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_1016,AABL1550,Rack 9,C3,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1017,AABL1550,Rack 9,C3,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1018,AABL1550,Rack 9,C3,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1019,AABL1550,Rack 9,C3,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1020,AABL1550,Rack 9,C3,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1021,AABL1550,Rack 9,C3,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1022,AABL1550,Rack 9,C3,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1023,AABL1550,Rack 9,C3,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1024,AABL1550,Rack 9,B4,2025-11-18 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1025,AABL1550,Rack 9,B4,2025-11-18 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1026,AABL1550,Rack 9,B4,2025-11-18 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1027,AABL1550,Rack 9,B4,2025-11-18 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1028,AABL1550,Rack 9,B4,2025-11-18 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1029,AABL1550,Rack 9,B4,2025-11-18 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1030,AABL1550,Rack 5,A2,2025-11-20 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,fridged 11/22,,,,
SAL_1031,AABL1550,Rack 5,A2,2025-11-20 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,fridged 11/22,,,,
SAL_1032,AABL1550,Rack 5,A2,2025-11-20 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,fridged 11/22,,,,
SAL_1033,AABL1550,Rack 5,A2,2025-11-20 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,fridged 11/22,,,,
SAL_1034,AABL1550,Rack 5,A2,2025-11-20 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,fridged 11/22,,,,
SAL_1035,AABL1550,Rack 5,A2,2025-11-20 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,fridged 11/22,,,,
SAL_1036,AABY5655,Rack 1,C3,2026-02-10 00:00:00,,Aquatic,Unknown,,WT,GG,Polypterus senegalus,,,,,
SAL_1037,AABY5655,Rack 1,C3,2026-02-10 00:00:00,,Aquatic,Unknown,,WT,GG,Polypterus senegalus,,,,,
SAL_1041,AABF2564,Rack 5,B2,2024-12-10 00:00:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_1042,AABF2564,Rack 5,B2,2024-12-10 00:00:00,,Aquatic,Unknown,,WT,,Pleurodeles waltl,,,,,
SAL_1043,AABY5655,Rack 1,C3,2026-03-20 00:00:00,,Aquatic,Unknown,,WT,,Polypterus senegalus,,,,,
SAL_1044,AABY5655,Rack 1,C3,2026-03-20 00:00:00,,Aquatic,Unknown,,WT,,Polypterus senegalus,,,,,
SAL_1045,AABY5655,Rack 1,C3,2026-03-20 00:00:00,,Aquatic,Unknown,,WT,,Polypterus senegalus,,,,,
SAL_1046,AABY5655,Rack 1,C3,2026-03-20 00:00:00,,Aquatic,Unknown,,WT,,Polypterus senegalus,,,,,
SAL_1047,AABY5655,Rack 1,C3,2026-03-20 00:00:00,,Aquatic,Unknown,,WT,,Polypterus senegalus,,,,,
SAL_1048,AABL1550,Rack 9,B3,2025-11-18 00:00:00,F2,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1049,AABL1550,Rack 9,B3,2025-11-18 00:00:00,F2,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1050,AABL1550,Rack 9,B3,2025-11-18 00:00:00,F2,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1051,AABL1550,Rack 9,B3,2025-11-18 00:00:00,F2,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1052,AABL1550,Rack 9,B3,2025-11-18 00:00:00,F2,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1053,AABL1550,Rack 9,B3,2025-11-18 00:00:00,F2,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1054,AABL1550,Rack 9,B2,2025-12-23 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1055,AABL1550,Rack 9,B2,2025-12-23 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1056,AABL1550,Rack 9,B2,2025-12-23 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1057,AABL1550,Rack 9,B2,2025-12-23 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1058,AABL1550,Rack 9,B2,2025-12-23 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1059,AABL1550,Rack 9,B2,2025-12-23 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1060,AABL1550,Rack 9,B2,2025-12-23 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1061,AABL1550,Rack 9,B2,2025-12-23 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1062,AABL1550,Rack 9,C1,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1063,AABL1550,Rack 9,C1,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1064,AABL1550,Rack 9,C1,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1065,AABL1550,Rack 9,C1,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1066,AABL1550,Rack 9,C1,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1067,AABL1550,Rack 9,C1,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1068,AABL1550,Rack 9,C2,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
SAL_1069,AABL1550,Rack 9,C2,2025-10-31 00:00:00,,Aquatic,Unknown,,hsyn-GCaMP6s,,Pleurodeles waltl,,,,,
